Prompt,Generated Recipe
"Generate a dairy-free recipe for lunch with yogurt, basil, coconut milk, cashews, avoiding tofu.","Dish: Ingredients: yogurt, basil, coconut milk, cashews. Instructions: Combine yogurt, basil, coconut milk, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with sesame seeds, spinach, avocado, rice, avoiding cucumber.","Dish: Ingredients: sesame seeds, spinach, avocado, rice. Instructions: Combine sesame seeds, spinach, avocado, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with onion, eggplant, pasta, basil, avoiding sesame seeds.","Dish: Ingredients: onion, eggplant, pasta, basil. Instructions: Combine onion, eggplant, pasta, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cilantro, spinach, onion, sesame seeds, avoiding pasta.","Dish: Ingredients: cilantro, spinach, onion, sesame seeds. Instructions: Combine cilantro, spinach, onion, add sesame seeds, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, eggplant, carrot, parmesan, avoiding cucumber.","Dish: Ingredients: avocado, eggplant, carrot, parmesan. Instructions: Combine avocado, eggplant, carrot, add parmesan, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with spinach, coconut milk, breadcrumbs, carrot, avoiding chickpeas.","Dish: Ingredients: spinach, coconut milk, breadcrumbs, carrot. Instructions: Combine spinach, coconut milk, breadcrumbs, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with sesame seeds, mushrooms, cilantro, lentils, avoiding cashews.","Dish: Ingredients: sesame seeds, mushrooms, cilantro, lentils. Instructions: Combine sesame seeds, mushrooms, cilantro, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lemongrass, garlic, soy sauce, potato, avoiding olive oil.","Dish: Ingredients: lemongrass, garlic, soy sauce, potato. Instructions: Combine lemongrass, garlic, soy sauce, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with eggplant, cilantro, pasta, tomato, avoiding parmesan.","Dish: Ingredients: eggplant, cilantro, pasta, tomato. Instructions: Combine eggplant, cilantro, pasta, add tomato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with chickpeas, parmesan, ginger, spinach, avoiding sesame seeds.","Dish: Ingredients: chickpeas, parmesan, ginger, spinach. Instructions: Combine chickpeas, parmesan, ginger, add spinach, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with ginger, sesame seeds, eggplant, coconut milk, avoiding potato.","Dish: Ingredients: ginger, sesame seeds, eggplant, coconut milk. Instructions: Combine ginger, sesame seeds, eggplant, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with soy sauce, tofu, basil, carrot, avoiding parmesan.","Dish: Ingredients: soy sauce, tofu, basil, carrot. Instructions: Combine soy sauce, tofu, basil, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with rice, spinach, cucumber, cashews, avoiding ginger.","Dish: Ingredients: rice, spinach, cucumber, cashews. Instructions: Combine rice, spinach, cucumber, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with spinach, tofu, garlic, eggplant, avoiding chickpeas.","Dish: Ingredients: spinach, tofu, garlic, eggplant. Instructions: Combine spinach, tofu, garlic, add eggplant, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with eggplant, cilantro, cucumber, yogurt, avoiding garlic.","Dish: Ingredients: eggplant, cilantro, cucumber, yogurt. Instructions: Combine eggplant, cilantro, cucumber, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with breadcrumbs, soy sauce, mushrooms, rice, avoiding pasta.","Dish: Ingredients: breadcrumbs, soy sauce, mushrooms, rice. Instructions: Combine breadcrumbs, soy sauce, mushrooms, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, yogurt, potato, lemongrass, avoiding cilantro.","Dish: Ingredients: coconut milk, yogurt, potato, lemongrass. Instructions: Combine coconut milk, yogurt, potato, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with avocado, potato, olive oil, tofu, avoiding chickpeas.","Dish: Ingredients: avocado, potato, olive oil, tofu. Instructions: Combine avocado, potato, olive oil, add tofu, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with spinach, ginger, carrot, basil, avoiding pasta.","Dish: Ingredients: spinach, ginger, carrot, basil. Instructions: Combine spinach, ginger, carrot, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with avocado, eggplant, cashews, tomato, avoiding yogurt.","Dish: Ingredients: avocado, eggplant, cashews, tomato. Instructions: Combine avocado, eggplant, cashews, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with parmesan, basil, ginger, onion, avoiding spinach.","Dish: Ingredients: parmesan, basil, ginger, onion. Instructions: Combine parmesan, basil, ginger, add onion, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with ginger, basil, sesame seeds, onion, avoiding garlic.","Dish: Ingredients: ginger, basil, sesame seeds, onion. Instructions: Combine ginger, basil, sesame seeds, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with lentils, cilantro, tomato, coconut milk, avoiding chickpeas.","Dish: Ingredients: lentils, cilantro, tomato, coconut milk. Instructions: Combine lentils, cilantro, tomato, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cashews, basil, breadcrumbs, ginger, avoiding mushrooms.","Dish: Ingredients: cashews, basil, breadcrumbs, ginger. Instructions: Combine cashews, basil, breadcrumbs, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tofu, bell peppers, yogurt, mushrooms, avoiding cilantro.","Dish: Ingredients: tofu, bell peppers, yogurt, mushrooms. Instructions: Combine tofu, bell peppers, yogurt, add mushrooms, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tomato, breadcrumbs, pasta, cashews, avoiding lemongrass.","Dish: Ingredients: tomato, breadcrumbs, pasta, cashews. Instructions: Combine tomato, breadcrumbs, pasta, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, rice, parmesan, pasta, avoiding cashews.","Dish: Ingredients: sesame seeds, rice, parmesan, pasta. Instructions: Combine sesame seeds, rice, parmesan, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with onion, yogurt, sesame seeds, coconut milk, avoiding tomato.","Dish: Ingredients: onion, yogurt, sesame seeds, coconut milk. Instructions: Combine onion, yogurt, sesame seeds, add coconut milk, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with lentils, chickpeas, onion, cucumber, avoiding soy sauce.","Dish: Ingredients: lentils, chickpeas, onion, cucumber. Instructions: Combine lentils, chickpeas, onion, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with coconut milk, cashews, ginger, lentils, avoiding cucumber.","Dish: Ingredients: coconut milk, cashews, ginger, lentils. Instructions: Combine coconut milk, cashews, ginger, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tofu, tomato, coconut milk, cashews, avoiding basil.","Dish: Ingredients: tofu, tomato, coconut milk, cashews. Instructions: Combine tofu, tomato, coconut milk, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with pasta, rice, tofu, cilantro, avoiding avocado.","Dish: Ingredients: pasta, rice, tofu, cilantro. Instructions: Combine pasta, rice, tofu, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with sesame seeds, chickpeas, coconut milk, potato, avoiding tomato.","Dish: Ingredients: sesame seeds, chickpeas, coconut milk, potato. Instructions: Combine sesame seeds, chickpeas, coconut milk, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with potato, soy sauce, eggplant, onion, avoiding breadcrumbs.","Dish: Ingredients: potato, soy sauce, eggplant, onion. Instructions: Combine potato, soy sauce, eggplant, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cucumber, olive oil, pasta, bell peppers, avoiding mushrooms.","Dish: Ingredients: cucumber, olive oil, pasta, bell peppers. Instructions: Combine cucumber, olive oil, pasta, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, spinach, sesame seeds, avocado, avoiding soy sauce.","Dish: Ingredients: lentils, spinach, sesame seeds, avocado. Instructions: Combine lentils, spinach, sesame seeds, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with carrot, pasta, tofu, spinach, avoiding basil.","Dish: Ingredients: carrot, pasta, tofu, spinach. Instructions: Combine carrot, pasta, tofu, add spinach, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with soy sauce, eggplant, breadcrumbs, ginger, avoiding bell peppers.","Dish: Ingredients: soy sauce, eggplant, breadcrumbs, ginger. Instructions: Combine soy sauce, eggplant, breadcrumbs, add ginger, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tofu, yogurt, sesame seeds, cilantro, avoiding eggplant.","Dish: Ingredients: tofu, yogurt, sesame seeds, cilantro. Instructions: Combine tofu, yogurt, sesame seeds, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, potato, lemongrass, cilantro, avoiding soy sauce.","Dish: Ingredients: chickpeas, potato, lemongrass, cilantro. Instructions: Combine chickpeas, potato, lemongrass, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tomato, cilantro, breadcrumbs, ginger, avoiding avocado.","Dish: Ingredients: tomato, cilantro, breadcrumbs, ginger. Instructions: Combine tomato, cilantro, breadcrumbs, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lemongrass, soy sauce, basil, parmesan, avoiding onion.","Dish: Ingredients: lemongrass, soy sauce, basil, parmesan. Instructions: Combine lemongrass, soy sauce, basil, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tofu, cashews, onion, lentils, avoiding parmesan.","Dish: Ingredients: tofu, cashews, onion, lentils. Instructions: Combine tofu, cashews, onion, add lentils, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with yogurt, basil, coconut milk, pasta, avoiding lemongrass.","Dish: Ingredients: yogurt, basil, coconut milk, pasta. Instructions: Combine yogurt, basil, coconut milk, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, lentils, olive oil, bell peppers, avoiding tofu.","Dish: Ingredients: chickpeas, lentils, olive oil, bell peppers. Instructions: Combine chickpeas, lentils, olive oil, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with mushrooms, sesame seeds, eggplant, avocado, avoiding ginger.","Dish: Ingredients: mushrooms, sesame seeds, eggplant, avocado. Instructions: Combine mushrooms, sesame seeds, eggplant, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with spinach, rice, breadcrumbs, olive oil, avoiding carrot.","Dish: Ingredients: spinach, rice, breadcrumbs, olive oil. Instructions: Combine spinach, rice, breadcrumbs, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cucumber, lemongrass, carrot, yogurt, avoiding cashews.","Dish: Ingredients: cucumber, lemongrass, carrot, yogurt. Instructions: Combine cucumber, lemongrass, carrot, add yogurt, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with rice, basil, potato, tomato, avoiding chickpeas.","Dish: Ingredients: rice, basil, potato, tomato. Instructions: Combine rice, basil, potato, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with avocado, potato, garlic, bell peppers, avoiding olive oil.","Dish: Ingredients: avocado, potato, garlic, bell peppers. Instructions: Combine avocado, potato, garlic, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, breadcrumbs, lentils, lemongrass, avoiding olive oil.","Dish: Ingredients: sesame seeds, breadcrumbs, lentils, lemongrass. Instructions: Combine sesame seeds, breadcrumbs, lentils, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cashews, garlic, lemongrass, cilantro, avoiding tomato.","Dish: Ingredients: cashews, garlic, lemongrass, cilantro. Instructions: Combine cashews, garlic, lemongrass, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, avocado, rice, lemongrass, avoiding cucumber.","Dish: Ingredients: cilantro, avocado, rice, lemongrass. Instructions: Combine cilantro, avocado, rice, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, ginger, chickpeas, pasta, avoiding potato.","Dish: Ingredients: avocado, ginger, chickpeas, pasta. Instructions: Combine avocado, ginger, chickpeas, add pasta, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with parmesan, tomato, soy sauce, lentils, avoiding eggplant.","Dish: Ingredients: parmesan, tomato, soy sauce, lentils. Instructions: Combine parmesan, tomato, soy sauce, add lentils, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with avocado, lemongrass, bell peppers, pasta, avoiding cucumber.","Dish: Ingredients: avocado, lemongrass, bell peppers, pasta. Instructions: Combine avocado, lemongrass, bell peppers, add pasta, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, lemongrass, olive oil, carrot, avoiding chickpeas.","Dish: Ingredients: coconut milk, lemongrass, olive oil, carrot. Instructions: Combine coconut milk, lemongrass, olive oil, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cucumber, soy sauce, onion, bell peppers, avoiding parmesan.","Dish: Ingredients: cucumber, soy sauce, onion, bell peppers. Instructions: Combine cucumber, soy sauce, onion, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cilantro, cashews, basil, parmesan, avoiding onion.","Dish: Ingredients: cilantro, cashews, basil, parmesan. Instructions: Combine cilantro, cashews, basil, add parmesan, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tomato, basil, yogurt, coconut milk, avoiding breadcrumbs.","Dish: Ingredients: tomato, basil, yogurt, coconut milk. Instructions: Combine tomato, basil, yogurt, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with potato, parmesan, cashews, mushrooms, avoiding bell peppers.","Dish: Ingredients: potato, parmesan, cashews, mushrooms. Instructions: Combine potato, parmesan, cashews, add mushrooms, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with sesame seeds, lentils, ginger, garlic, avoiding cashews.","Dish: Ingredients: sesame seeds, lentils, ginger, garlic. Instructions: Combine sesame seeds, lentils, ginger, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with eggplant, sesame seeds, spinach, carrot, avoiding basil.","Dish: Ingredients: eggplant, sesame seeds, spinach, carrot. Instructions: Combine eggplant, sesame seeds, spinach, add carrot, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lemongrass, parmesan, yogurt, potato, avoiding chickpeas.","Dish: Ingredients: lemongrass, parmesan, yogurt, potato. Instructions: Combine lemongrass, parmesan, yogurt, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with rice, tofu, yogurt, basil, avoiding coconut milk.","Dish: Ingredients: rice, tofu, yogurt, basil. Instructions: Combine rice, tofu, yogurt, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, cilantro, tomato, olive oil, avoiding tofu.","Dish: Ingredients: chickpeas, cilantro, tomato, olive oil. Instructions: Combine chickpeas, cilantro, tomato, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with olive oil, basil, breadcrumbs, avocado, avoiding sesame seeds.","Dish: Ingredients: olive oil, basil, breadcrumbs, avocado. Instructions: Combine olive oil, basil, breadcrumbs, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with eggplant, tomato, breadcrumbs, yogurt, avoiding carrot.","Dish: Ingredients: eggplant, tomato, breadcrumbs, yogurt. Instructions: Combine eggplant, tomato, breadcrumbs, add yogurt, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, coconut milk, yogurt, chickpeas, avoiding potato.","Dish: Ingredients: cilantro, coconut milk, yogurt, chickpeas. Instructions: Combine cilantro, coconut milk, yogurt, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with avocado, pasta, carrot, breadcrumbs, avoiding onion.","Dish: Ingredients: avocado, pasta, carrot, breadcrumbs. Instructions: Combine avocado, pasta, carrot, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cilantro, parmesan, breadcrumbs, soy sauce, avoiding sesame seeds.","Dish: Ingredients: cilantro, parmesan, breadcrumbs, soy sauce. Instructions: Combine cilantro, parmesan, breadcrumbs, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with yogurt, cucumber, ginger, cashews, avoiding potato.","Dish: Ingredients: yogurt, cucumber, ginger, cashews. Instructions: Combine yogurt, cucumber, ginger, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, rice, parmesan, tofu, avoiding coconut milk.","Dish: Ingredients: lentils, rice, parmesan, tofu. Instructions: Combine lentils, rice, parmesan, add tofu, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with eggplant, mushrooms, basil, lemongrass, avoiding chickpeas.","Dish: Ingredients: eggplant, mushrooms, basil, lemongrass. Instructions: Combine eggplant, mushrooms, basil, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lentils, cilantro, carrot, pasta, avoiding tofu.","Dish: Ingredients: lentils, cilantro, carrot, pasta. Instructions: Combine lentils, cilantro, carrot, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with coconut milk, eggplant, rice, lentils, avoiding spinach.","Dish: Ingredients: coconut milk, eggplant, rice, lentils. Instructions: Combine coconut milk, eggplant, rice, add lentils, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with potato, mushrooms, cucumber, ginger, avoiding tomato.","Dish: Ingredients: potato, mushrooms, cucumber, ginger. Instructions: Combine potato, mushrooms, cucumber, add ginger, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, cashews, chickpeas, parmesan, avoiding ginger.","Dish: Ingredients: coconut milk, cashews, chickpeas, parmesan. Instructions: Combine coconut milk, cashews, chickpeas, add parmesan, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tomato, lentils, soy sauce, rice, avoiding parmesan.","Dish: Ingredients: tomato, lentils, soy sauce, rice. Instructions: Combine tomato, lentils, soy sauce, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, olive oil, avocado, bell peppers, avoiding garlic.","Dish: Ingredients: chickpeas, olive oil, avocado, bell peppers. Instructions: Combine chickpeas, olive oil, avocado, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with bell peppers, rice, chickpeas, potato, avoiding cucumber.","Dish: Ingredients: bell peppers, rice, chickpeas, potato. Instructions: Combine bell peppers, rice, chickpeas, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with breadcrumbs, spinach, chickpeas, garlic, avoiding mushrooms.","Dish: Ingredients: breadcrumbs, spinach, chickpeas, garlic. Instructions: Combine breadcrumbs, spinach, chickpeas, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with onion, ginger, cucumber, tofu, avoiding yogurt.","Dish: Ingredients: onion, ginger, cucumber, tofu. Instructions: Combine onion, ginger, cucumber, add tofu, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, onion, chickpeas, potato, avoiding cashews.","Dish: Ingredients: cilantro, onion, chickpeas, potato. Instructions: Combine cilantro, onion, chickpeas, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cucumber, mushrooms, lemongrass, basil, avoiding soy sauce.","Dish: Ingredients: cucumber, mushrooms, lemongrass, basil. Instructions: Combine cucumber, mushrooms, lemongrass, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with basil, rice, tofu, coconut milk, avoiding cucumber.","Dish: Ingredients: basil, rice, tofu, coconut milk. Instructions: Combine basil, rice, tofu, add coconut milk, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with spinach, carrot, sesame seeds, rice, avoiding lemongrass.","Dish: Ingredients: spinach, carrot, sesame seeds, rice. Instructions: Combine spinach, carrot, sesame seeds, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with soy sauce, tofu, breadcrumbs, onion, avoiding lentils.","Dish: Ingredients: soy sauce, tofu, breadcrumbs, onion. Instructions: Combine soy sauce, tofu, breadcrumbs, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cilantro, basil, mushrooms, cucumber, avoiding chickpeas.","Dish: Ingredients: cilantro, basil, mushrooms, cucumber. Instructions: Combine cilantro, basil, mushrooms, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, bell peppers, cucumber, mushrooms, avoiding garlic.","Dish: Ingredients: lentils, bell peppers, cucumber, mushrooms. Instructions: Combine lentils, bell peppers, cucumber, add mushrooms, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with mushrooms, ginger, bell peppers, sesame seeds, avoiding basil.","Dish: Ingredients: mushrooms, ginger, bell peppers, sesame seeds. Instructions: Combine mushrooms, ginger, bell peppers, add sesame seeds, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with garlic, cilantro, bell peppers, basil, avoiding onion.","Dish: Ingredients: garlic, cilantro, bell peppers, basil. Instructions: Combine garlic, cilantro, bell peppers, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with basil, yogurt, chickpeas, parmesan, avoiding lemongrass.","Dish: Ingredients: basil, yogurt, chickpeas, parmesan. Instructions: Combine basil, yogurt, chickpeas, add parmesan, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tofu, bell peppers, cilantro, cucumber, avoiding lentils.","Dish: Ingredients: tofu, bell peppers, cilantro, cucumber. Instructions: Combine tofu, bell peppers, cilantro, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with soy sauce, ginger, onion, chickpeas, avoiding avocado.","Dish: Ingredients: soy sauce, ginger, onion, chickpeas. Instructions: Combine soy sauce, ginger, onion, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cucumber, tomato, cashews, yogurt, avoiding rice.","Dish: Ingredients: cucumber, tomato, cashews, yogurt. Instructions: Combine cucumber, tomato, cashews, add yogurt, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with yogurt, coconut milk, cilantro, carrot, avoiding chickpeas.","Dish: Ingredients: yogurt, coconut milk, cilantro, carrot. Instructions: Combine yogurt, coconut milk, cilantro, add carrot, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with soy sauce, breadcrumbs, lemongrass, lentils, avoiding bell peppers.","Dish: Ingredients: soy sauce, breadcrumbs, lemongrass, lentils. Instructions: Combine soy sauce, breadcrumbs, lemongrass, add lentils, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tofu, spinach, cilantro, parmesan, avoiding olive oil.","Dish: Ingredients: tofu, spinach, cilantro, parmesan. Instructions: Combine tofu, spinach, cilantro, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with lemongrass, cucumber, coconut milk, cashews, avoiding tomato.","Dish: Ingredients: lemongrass, cucumber, coconut milk, cashews. Instructions: Combine lemongrass, cucumber, coconut milk, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tofu, bell peppers, soy sauce, coconut milk, avoiding olive oil.","Dish: Ingredients: tofu, bell peppers, soy sauce, coconut milk. Instructions: Combine tofu, bell peppers, soy sauce, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with avocado, yogurt, cashews, cilantro, avoiding bell peppers.","Dish: Ingredients: avocado, yogurt, cashews, cilantro. Instructions: Combine avocado, yogurt, cashews, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with ginger, onion, tofu, yogurt, avoiding garlic.","Dish: Ingredients: ginger, onion, tofu, yogurt. Instructions: Combine ginger, onion, tofu, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with breadcrumbs, bell peppers, lemongrass, cucumber, avoiding parmesan.","Dish: Ingredients: breadcrumbs, bell peppers, lemongrass, cucumber. Instructions: Combine breadcrumbs, bell peppers, lemongrass, add cucumber, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with olive oil, pasta, onion, breadcrumbs, avoiding yogurt.","Dish: Ingredients: olive oil, pasta, onion, breadcrumbs. Instructions: Combine olive oil, pasta, onion, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, pasta, carrot, tomato, avoiding bell peppers.","Dish: Ingredients: cilantro, pasta, carrot, tomato. Instructions: Combine cilantro, pasta, carrot, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with breadcrumbs, olive oil, spinach, avocado, avoiding lemongrass.","Dish: Ingredients: breadcrumbs, olive oil, spinach, avocado. Instructions: Combine breadcrumbs, olive oil, spinach, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tomato, mushrooms, yogurt, chickpeas, avoiding ginger.","Dish: Ingredients: tomato, mushrooms, yogurt, chickpeas. Instructions: Combine tomato, mushrooms, yogurt, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lemongrass, potato, lentils, rice, avoiding breadcrumbs.","Dish: Ingredients: lemongrass, potato, lentils, rice. Instructions: Combine lemongrass, potato, lentils, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cucumber, soy sauce, avocado, basil, avoiding rice.","Dish: Ingredients: cucumber, soy sauce, avocado, basil. Instructions: Combine cucumber, soy sauce, avocado, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with garlic, yogurt, lentils, soy sauce, avoiding avocado.","Dish: Ingredients: garlic, yogurt, lentils, soy sauce. Instructions: Combine garlic, yogurt, lentils, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with rice, cilantro, ginger, mushrooms, avoiding parmesan.","Dish: Ingredients: rice, cilantro, ginger, mushrooms. Instructions: Combine rice, cilantro, ginger, add mushrooms, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with spinach, onion, yogurt, lemongrass, avoiding soy sauce.","Dish: Ingredients: spinach, onion, yogurt, lemongrass. Instructions: Combine spinach, onion, yogurt, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, lentils, potato, breadcrumbs, avoiding parmesan.","Dish: Ingredients: sesame seeds, lentils, potato, breadcrumbs. Instructions: Combine sesame seeds, lentils, potato, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with garlic, carrot, basil, rice, avoiding chickpeas.","Dish: Ingredients: garlic, carrot, basil, rice. Instructions: Combine garlic, carrot, basil, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with garlic, basil, chickpeas, cucumber, avoiding yogurt.","Dish: Ingredients: garlic, basil, chickpeas, cucumber. Instructions: Combine garlic, basil, chickpeas, add cucumber, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cashews, carrot, ginger, lemongrass, avoiding potato.","Dish: Ingredients: cashews, carrot, ginger, lemongrass. Instructions: Combine cashews, carrot, ginger, add lemongrass, cook thoroughly, and serve hot."
